Title,Image,Nickname,Label,Keywords,Keywords1,Keywords2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,Label10,accessibilityratingcaption,View,View11,Text,Text1,Text2,Text3,Text4
Head turner!,https://r-ap.rtrcdn.com/reviewimages/611/1566239-largeThumb.jpg,Amanda,TOP CONTRIBUTOR,Size worn: 10,Overall fit: True to Size,Rented for: Work,8,"5' 4""",37,Bust size: ,36C,Body type: ,HOURGLASS,155LBS,(5 out of 5 stars),"JULY 28, 2021","This is a really great and lightweight dress for work or a date.  I ordered the 10 Bc I have larger hips and I was glad I did for that reason, but everywhere else was a little baggy.  I added a belt and it was perfect!",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Fun and flirty,https://r-ap.rtrcdn.com/reviewimages/be0/1561347-largeThumb.jpg,Morgan,TOP CONTRIBUTOR,Size worn: 0,Overall fit: True to Size,Rented for: Everyday,2,"5' 6""",30,Bust size: ,34C,Body type: ,ATHLETIC,,(5 out of 5 stars),"JULY 17, 2021",This dress was really easy to wear. The skirt detailing was really fun too. The dress was true to size and I even had a bit of room left in the waist band. ,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Post pandemic wedding reception,https://r-ap.rtrcdn.com/reviewimages/345/1548016-largeThumb.jpg,Olympia,TOP CONTRIBUTOR,Size worn: 8,Overall fit: True to Size,Rented for: Wedding,8,"5' 3""",45,Bust size: ,34A,Body type: ,PEAR,150LBS,(5 out of 5 stars),"JUNE 15, 2021","This dress was perfect. I don’t usually wear green but this type of green was great, it fit perfectly and it was fun to dance in!",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Fun and flirty indeed,https://r-ap.rtrcdn.com/reviewimages/3d8/1546369-largeThumb.jpg,Tamyka,TOP CONTRIBUTOR,Size worn: 8,Overall fit: True to Size,Rented for: Party,6,"5' 4""",44,Body type: ,PEAR,Weight: ,160LBS,,(5 out of 5 stars),"JUNE 7, 2021",The length and material were great. The sleeves kept riding up but it disappeared into the poof so you could hardly tell. I wore it to an informal not quite casual dinner party. My photos didn't do it justice. It looks really nice in person.,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Graduation Attendee,https://r-ap.rtrcdn.com/reviewimages/11f/1535364-largeThumb.jpg,Crystal,,Size worn: 4,Overall fit: True to Size,Rented for: Other,4,,,,,,,,(4 out of 5 stars),"MAY 16, 2021","Great fit, sooo comfortable. Only thing I didn't like is the slip underneath is sewed to the dress, so it kind of defeats the purpose of a slip. Stood out and received a lot of compliments.",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Cute dress! ,https://r-ap.rtrcdn.com/reviewimages/e4d/1534912-largeThumb.jpg,Lauren,TOP CONTRIBUTOR,Size worn: 8,Overall fit: True to Size,Rented for: Wedding,6,"5' 8""",31,Bust size: ,28C,Body type: ,ATHLETIC,145LBS,(4 out of 5 stars),"MAY 15, 2021","Wore this to a rehearsal dinner and got lots of compliments (note this picture is just trying on, I did wear makeup to the dinner!). My only complaint was this dress a little on the shorter side and was kind of wide if you have a long torso  like me (which is something I have trouble with for all dresses!) but it wasn't too bad! Still loved it! ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Wonderful Day Date Dress,https://r-ap.rtrcdn.com/reviewimages/b25/1530358-largeThumb.jpg,Sandra,TOP CONTRIBUTOR,Size worn: 4,Overall fit: True to Size,Rented for: Date,6,"5' 8""",36,Bust size: ,34D,Body type: ,PEAR,140LBS,(5 out of 5 stars),"MAY 3, 2021","Loved this dress! VERY comfortable. It was a great day date dress and my fiancé kept saying how beautiful I looked. I knew my height would make anything less than a 4 too short. The 4 was spot on. It covered my butt and I wasn't worried about anything showing, but just barely. And there was room enough in the waist that I could move around comfortably. Will likely rent again.",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
A feel good dress!,https://r-ap.rtrcdn.com/reviewimages/492/1522686-largeThumb.jpg,Britany,TOP CONTRIBUTOR,Size worn: 8,Overall fit: True to Size,Rented for: Date,8,"5' 3""",33,Bust size: ,36DD,Body type: ,PETITE,145LBS,(5 out of 5 stars),"APRIL 4, 2021","Wore twice! Both for birthday dinners. I was about 6 weeks postpartum so it was a bit snug in the belly area, but otherwise fit great. Such a fun and flattering dress!",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
The perfect festive Christmas dress!,https://r-ap.rtrcdn.com/reviewimages/df1/1508897-largeThumb.jpg,Callie,TOP CONTRIBUTOR,Size worn: 2,Rented for: Other,"Usually wears: 2Height: 5' 6""Age: 27Bust size: 32DDBody type: HourglassWeight: 120lbs",2,"5' 6""",27,Bust size: ,32DD,Body type: ,HOURGLASS,120LBS,(5 out of 5 stars),"DECEMBER 30, 2020",Loved wearing this dress for Christmas Eve dinner. Material feels expensive & dress is well made. Was sad to only wear it once! ,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Fun and flirty ,https://r-ap.rtrcdn.com/reviewimages/91c/1501522-largeThumb.jpg,Lacey ,TOP CONTRIBUTOR,Size worn: 4,Rented for: Date,"Usually wears: 6Height: 5' 8""Age: 38Bust size: 36CBody type: PearWeight: 150lbs",6,"5' 8""",38,Bust size: ,36C,Body type: ,PEAR,150LBS,(5 out of 5 stars),"NOVEMBER 13, 2020","This dress has such a flattering fit! I was perfect for a date night! I'm 5'8"" and a lot of dresses are too short but this one was ok! ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Veronica Beard Winner! ,https://r-ap.rtrcdn.com/reviewimages/ec1/1500684-largeThumb.jpg,Alicia,TOP CONTRIBUTOR,Size worn: 6,Rented for: Work,"Usually wears: 6Height: 5' 1""Age: 46Bust size: 34DBody type: HourglassWeight: 140lbs",6,"5' 1""",46,Bust size: ,34D,Body type: ,HOURGLASS,140LBS,(5 out of 5 stars),"NOVEMBER 10, 2020",Easy and light dress love that zipper is well hidden.  Great for daytime and upping to nighttime with the  right accessories! ,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
More work worthy,https://r-ap.rtrcdn.com/reviewimages/9a9/1499972-largeThumb.jpg,Crystal,TOP CONTRIBUTOR,Size worn: 14,Overall fit: Small,Rented for: Wedding,12,"5' 5""",38,Bust size: ,38B,Body type: ,PEAR,180LBS,(3 out of 5 stars),"NOVEMBER 6, 2020","Fitted, has a bit of stretch. Material is very thin and I felt like it was a bit too casual for a wedding. Wore to work with tights and a leather jacket bc it was Oct. In the summer you could wear it anywhere. I thought it was just okay. Fit well just didn't love it enough for a 4 or 5. Would definitely look a bit better on an athletic build or petite figure. ",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Fun & Flattering,https://r-ap.rtrcdn.com/reviewimages/9cb/1497646-largeThumb.jpg,Laura jane ,TOP CONTRIBUTOR,Size worn: 10,Overall fit: True to Size,Rented for: Everyday,8,"5' 7""",44,Bust size: ,36B,Body type: ,APPLE,145LBS,(5 out of 5 stars),"OCTOBER 26, 2020",Great color. Flattering fit. Super comfy. Can be dressed up or down,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Super cute,https://r-ap.rtrcdn.com/reviewimages/69b/1497592-largeThumb.jpg,Kendall,TOP CONTRIBUTOR,Size worn: 2,Rented for: Vacation,"Usually wears: 2Height: 5' 4""Age: 24Bust size: 32DDBody type: AthleticWeight: 120lbs",2,"5' 4""",24,Bust size: ,32DD,Body type: ,ATHLETIC,120LBS,(5 out of 5 stars),"OCTOBER 26, 2020",,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Amazing Dress,https://r-ap.rtrcdn.com/reviewimages/b7e/1497423-largeThumb.jpg,Katie,TOP CONTRIBUTOR,Size worn: 14,Rented for: Other,"Usually wears: 12Height: 5' 11""Age: 30Bust size: 36DDBody type: Hourglass",12,"5' 11""",30,Bust size: ,36DD,Body type: ,HOURGLASS,,(5 out of 5 stars),"OCTOBER 26, 2020",I loved this dress! It's super cute and flattering. I found it ran one size small. Would considering purchasing if it wasn't so expensive. ,Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Girlie ,https://r-ap.rtrcdn.com/reviewimages/3c2/1493782-largeThumb.jpg,Dara,TOP CONTRIBUTOR,Size worn: 6,Rented for: Date,"Usually wears: 4Height: 5' 10""Age: 42Bust size: 34DBody type: AthleticWeight: 140lbs",4,"5' 10""",42,Bust size: ,34D,Body type: ,ATHLETIC,140LBS,(5 out of 5 stars),"OCTOBER 12, 2020","I'm 5'10"" and 140lb and 34C. Love this effortless look. Super comfortable. Super charming. Super girlie-sexy!",Veronica Beard,Green Lila Dress,$595 original retail,$65 – $80,"Green printed silk (91% Silk, 9% Elastane). Sheath. Short sleeves. Crew neckline. Hidden side zipper closure. Partially lined. 35"" from shoulder to hemline. Imported."
Bright & Comfy!,https://r-ap.rtrcdn.com/reviewimages/816/1679397-largeThumb.jpg,Stephanie,TOP CONTRIBUTOR,Size worn: 2,Overall fit: Large,Rented for: Other,4,"5' 1""",26,Bust size: ,34B,Body type: ,ATHLETIC,130LBS,(5 out of 5 stars),"APRIL 26, 2022",Loved this dress but will rent a size smaller next time. I had to pin specific spots so it didn't look like it was swallowing my body. I'm sure one to two sizes smaller than my normal size would have looked how I wanted it to looked! Overall really pretty and people loved it! :),Lilly Pulitzer,Cristiana Dress,$228 original retail,$30,"Amalfi Blue Alligator' printed stretch crepe (95% Polyester, 5% Spandex). Hourglass. Long sleeves. V-neckline. Smocking at waist and cuffs. Ruffles along skirt hemline. Back button closure. 35"" from shoulder to hemline. Imported."
Great for a spring wedding! ,https://r-ap.rtrcdn.com/reviewimages/4de/1673857-largeThumb.jpg,Lindsey,TOP CONTRIBUTOR,Size worn: 10,Overall fit: Large,Rented for: Wedding,10,"5' 7""",32,Bust size: ,34D,Body type: ,HOURGLASS,135LBS,(5 out of 5 stars),"APRIL 14, 2022",Could have sized down but loved the length and overall feel. Would recommend! I love the clasp at the bust. ,Lilly Pulitzer,Cristiana Dress,$228 original retail,$30,"Amalfi Blue Alligator' printed stretch crepe (95% Polyester, 5% Spandex). Hourglass. Long sleeves. V-neckline. Smocking at waist and cuffs. Ruffles along skirt hemline. Back button closure. 35"" from shoulder to hemline. Imported."
Will rent again!,https://r-ap.rtrcdn.com/reviewimages/625/1662527-largeThumb.jpg,Katherine,TOP CONTRIBUTOR,Size worn: 8,Overall fit: True to Size,Rented for: Party,8,"5' 9""",37,Bust size: ,36DD,Body type: ,ATHLETIC,155LBS,(5 out of 5 stars),"MARCH 14, 2022","I rented this to wear at a golf tournament and loved it as soon as I tried it on. It wasn't too short for my height and wasn't tight at all. I do wish the waist was a tad higher, but will definitely be renting again throughout the summer. ",Lilly Pulitzer,Cristiana Dress,$228 original retail,$30,"Amalfi Blue Alligator' printed stretch crepe (95% Polyester, 5% Spandex). Hourglass. Long sleeves. V-neckline. Smocking at waist and cuffs. Ruffles along skirt hemline. Back button closure. 35"" from shoulder to hemline. Imported."
Loved this ,https://r-ap.rtrcdn.com/reviewimages/545/1652792-largeThumb.jpg,Garilee,TOP CONTRIBUTOR,Size worn: 12,Overall fit: True to Size,Rented for: Party,12,"5' 8""",36,Bust size: ,36D,Body type: ,HOURGLASS,180LBS,(5 out of 5 stars),"FEBRUARY 18, 2022","I think this is my most favorite lily Pulitzer piece I've ever worn.  So cute and comfortable, I wore to an early spring bridal shower tea and this was perfect.  Lightweight but long sleeved, elastic waistband that showed off my curves.  I did have to pin the bust because the event was a little conservative but this dress was nearly perfect ",Lilly Pulitzer,Cristiana Dress,$228 original retail,$30,"Amalfi Blue Alligator' printed stretch crepe (95% Polyester, 5% Spandex). Hourglass. Long sleeves. V-neckline. Smocking at waist and cuffs. Ruffles along skirt hemline. Back button closure. 35"" from shoulder to hemline. Imported."
Perfect fit & flare dress,https://r-ap.rtrcdn.com/reviewimages/5ac/1635956-largeThumb.jpg,Anna,,Size worn: 10,Overall fit: True to Size,Rented for: Vacation,8,"5' 9""",26,,,,,,(5 out of 5 stars),"DECEMBER 31, 2021",,Lilly Pulitzer,Cristiana Dress,$228 original retail,$30,"Amalfi Blue Alligator' printed stretch crepe (95% Polyester, 5% Spandex). Hourglass. Long sleeves. V-neckline. Smocking at waist and cuffs. Ruffles along skirt hemline. Back button closure. 35"" from shoulder to hemline. Imported."
Great Dress!,https://r-ap.rtrcdn.com/reviewimages/e97/1631168-largeThumb.jpg,A,TOP CONTRIBUTOR,Size worn: 8,Overall fit: True to Size,"Usually wears: 8Height: 5' 8""Age: 32Bust size: 36DBody type: Hourglass",8,"5' 8""",32,Bust size: ,36D,Body type: ,HOURGLASS,,(5 out of 5 stars),"DECEMBER 17, 2021","Rented this for a trip to Tulum - was fun and flirty - great colors, very comfortable, easy to move in. I highly recommend! ",Lilly Pulitzer,Cristiana Dress,$228 original retail,$30,"Amalfi Blue Alligator' printed stretch crepe (95% Polyester, 5% Spandex). Hourglass. Long sleeves. V-neckline. Smocking at waist and cuffs. Ruffles along skirt hemline. Back button closure. 35"" from shoulder to hemline. Imported."
"Very, very stretchy all around! ",https://r-ap.rtrcdn.com/reviewimages/63a/1621330-largeThumb.jpg,Natalie,TOP CONTRIBUTOR,Size worn: 2,Overall fit: Large,Rented for: Vacation,2,"5' 4""",31,Bust size: ,34B,Body type: ,PETITE,125LBS,(4 out of 5 stars),"NOVEMBER 24, 2021","This dress was big on me in the top and waist because of how stretchy it is. Like other reviewers recommended, size down!! Other than that, this was a super fun dress to wear in Mexico! Bonus: it glows under a black light! ",Lilly Pulitzer,Cristiana Dress,$228 original retail,$30,"Amalfi Blue Alligator' printed stretch crepe (95% Polyester, 5% Spandex). Hourglass. Long sleeves. V-neckline. Smocking at waist and cuffs. Ruffles along skirt hemline. Back button closure. 35"" from shoulder to hemline. Imported."
Loved it!,https://r-ap.rtrcdn.com/reviewimages/03a/1613158-largeThumb.jpg,Maria ,TOP CONTRIBUTOR,Size worn: 2,Overall fit: True to Size,Rented for: Everyday,2,"5' 7""",34,Bust size: ,34B,Body type: ,ATHLETIC,,(5 out of 5 stars),"NOVEMBER 8, 2021",Great length perfect fit and comfy piece to wear on a night out!,Lilly Pulitzer,Cristiana Dress,$228 original retail,$30,"Amalfi Blue Alligator' printed stretch crepe (95% Polyester, 5% Spandex). Hourglass. Long sleeves. V-neckline. Smocking at waist and cuffs. Ruffles along skirt hemline. Back button closure. 35"" from shoulder to hemline. Imported."
